model,prompt_id,task_name,regime,distraction_type,raw_output,parsed_output,gold_output,parse_success,parse_error_code,score_error_code,failure_type,notes
mistral_base,qa_213__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,"Here is the material:
Passage:
Alice Smith first suggested meeting in Patras, but the final note states that the session would be held in Athens on 2024-03-21. Another draft changed only the start time.

Question:
Where would",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,"Example:

- Answer: Summit Retail Systems officially introduced the solar battery.
- Explanation: The passage says Summit Retail Systems officially introduced the solar battery on 2025-07-12.

Requested operation: Answer with the precise text appearing",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"The selection function is deterministic, so the same example will always be selected for a given seed.

The selection function is deterministic, so the same example will always be selected for a given seed.

The selection function is deterministic, so the same example will always be selected for a given",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,"Step 3: output

<OUTPUT>
{""answer"": ""solar battery""}
</OUTPUT>

Step 4: response

<TASK>
Answer with the precise text appearing in the passage.
</TASK>

Step 5: source material",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"The selection function is deterministic, so the same example will always be selected for the same seed.

The selection function is deterministic, so the same example will always be selected for the same seed.

The selection function is deterministic, so the same example will always be selected for the same",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,"The present terms are effective as of 2025-07-12.

The present terms are effective as of 2025-07-12.

The present terms are effective as of 2025-07-12.",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"<OUTPUT>
{""answer"": ""Athens""}
</OUTPUT>

<ANSWER>
{""answer"": ""Athens""}
</ANSWER>

<SCORE>
{""score"": 1.0}
</SCORE>

<EXPLAN",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,"Step 3: output

<OUTPUT>
{""answer"": ""solar battery""}
</OUTPUT>

Step 4: response

<TASK>
Answer with the precise text appearing in the passage.
</TASK>

Step 5: source material",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,"Answer:
Athens",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,"Answer:
solar battery",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,"The import step is idempotent, so you can run it multiple times without fear of overwriting existing data.

The import step is idempotent, so you can run it multiple times without fear of overwriting existing data.

The import step is idempotent, so",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,"Question:
What is the topic of the logistics memo?

The company's new product is a solar battery that can be used to power a headset.

Question:
What is the new product?

The company's new product is a solar battery that can be used",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,"The import step is idempotent. If the import step is run multiple times, it will only import new data.

The import step is not transactional. If the import step fails, the data that was imported is not rolled back.

The import step is not atomic. If the",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,"Question:
What was the purpose of the logistics memo?

The company's new product is a solar battery that can be used to power a headset.

Question:
What is the new product?

The company's new product is a solar battery that can be used",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__bounded__length_stress,extractive_qa,bounded,length_stress,"<OUTPUT>
{""answer"": ""Athens""}
</OUTPUT>",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__bounded__length_stress,extractive_qa,bounded,length_stress,"Step 3: output

<OUTPUT>
{""answer"": ""solar battery""}
</OUTPUT>

Step 4: output

<OUTPUT>
{""answer"": ""solar battery""}
</OUTPUT>",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__unbounded__length_stress,extractive_qa,unbounded,length_stress,"Answer:
Athens",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__unbounded__length_stress,extractive_qa,unbounded,length_stress,"Answer:
Summit Retail Systems officially introduced the solar battery on 2025-07-12 after the press session in Paris.",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,"<OUTPUT>
{""answer"": ""Athens""}
</OUTPUT>

<SCORE>
1
</SCORE>

<SCORE>
0
</SCORE>

<SCORE>
0
</SCORE>

<SCORE>
0",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,"Step 3: output

<OUTPUT>
{""answer"": ""Summit Retail Systems""}
</OUTPUT>

Step 4: response

<OUTPUT>
{""answer"": ""Summit Retail Systems""}
</OUTPUT>

Step 5: evaluation

<",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,"Answer:
Athens",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,"Answer:
Summit Retail Systems officially introduced the solar battery on 2025-07-12 after the press session in Paris.",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__bounded__style_distraction,extractive_qa,bounded,style_distraction,"Example:
The session would be held in Athens on 2024-03-21.

<OUTPUT>
</OUTPUT>",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__bounded__style_distraction,extractive_qa,bounded,style_distraction,"Step 3: output

<OUTPUT>
{""answer"": ""Summit Retail Systems""}
</OUTPUT>

Step 4: response

<OUTPUT>
{""answer"": ""Summit Retail Systems""}
</OUTPUT>

Step 5: response

<",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_213__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,"Here is the material:
Passage:
Alice Smith first suggested meeting in Patras, but the final note states that the session would be held in Athens on 2024-03-21. Another draft changed only the start time.

Question:
Where would",,{'answer': 'Athens'},False,invalid_json,invalid_json,invalid_json,
mistral_base,qa_239__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,"Example:

""Summit Retail Systems officially introduced the solar battery on 2025-07-12.""",,{'answer': 'solar battery'},False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__clean,information_extraction,bounded,clean,"Step 3: response

<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}
</OUTPUT>

Step 4: test

<TEST>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}
</TEST>",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__clean,information_extraction,bounded,clean,"<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Lisbon""}
</OUTPUT>",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__clean,information_extraction,unbounded,clean,"Response:
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__clean,information_extraction,unbounded,clean,"The response must be valid JSON only.
Do not include prose before or after the JSON object.

I pasted the material first.

The log entry states that Alice Smith checked in for the session in Lisbon on 2024-01-15. A rehearsal note refers to 2025-05-07, but that date belongs to the setup period.

Use it for this",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__conflicting_instruction,information_extraction,bounded,conflicting_instruction,"Step 3: output

<OUTPUT>
- person: Alice Smith
- date: 2024-01-15
- location: Milan
</OUTPUT>

<EXPLANATION>
The person is Alice Smith.
The date is 2024-01-15.
The location is Milan.
</EXPLANATION>",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__conflicting_instruction,information_extraction,bounded,conflicting_instruction,"<TASK>
The person is Alice Smith. The date is 2024-01-15. The location is Lisbon.
</TASK>

<TASK>
The person is Alice Smith. The date is 2024-01-15. The location is Lisbon.
</TASK>

<TASK>
The person is Alice Smith. The date is 2",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__conflicting_instruction,information_extraction,unbounded,conflicting_instruction,"Example:
- person: Alice Smith
- date: 2024-01-15
- location: Milan

Explanation:
The person is Alice Smith. The date is 2024-01-15. The location is Milan.",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__conflicting_instruction,information_extraction,unbounded,conflicting_instruction,"Example:
The person is Alice Smith.
The date is 2024-01-15.
The location is Lisbon.",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__instruction_in_the_middle,information_extraction,bounded,instruction_in_the_middle,"Review the request below and answer accordingly.

Step 1: request

<TASK>
Return the person, date, and location fields from the text.
</TASK>

Step 2: source material

<INPUT>
On 2024-01-15, Alice Smith attended a conference in Milan. Several attendees arrived the day before, and one side session was postponed to",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__instruction_in_the_middle,information_extraction,bounded,instruction_in_the_middle,"<TASK>
Validate the generated record.
</TASK>

Associated material

<INPUT>
The validator reports that the record is missing the person field.
</INPUT>

Return the final answer once complete.

<TASK>
Return the final answer once complete.
</TASK>

Associated material

<INPUT>
The validator reports that the record is missing the person field",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__instruction_in_the_middle,information_extraction,unbounded,instruction_in_the_middle,"The device features a matte aluminum shell, a textured side grip, and a compact charging dock. Its battery indicator uses a narrow light strip placed near the lower edge.

The device features a matte aluminum shell, a textured side grip, and a compact charging dock. Its battery indicator uses a narrow light strip placed near the lower edge.

The device features a matte aluminum shell, a textured side grip, and a",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__instruction_in_the_middle,information_extraction,unbounded,instruction_in_the_middle,"The validator checks the following:

- The person field is not empty.
- The date field is not empty.
- The location field is not empty.
- The date field is a valid date.
- The date field is not in the future.
- The date field is not in the past.
- The date field is not in the future.
- The date field is not in the past.
- The date field",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__irrelevant_prefix,information_extraction,bounded,irrelevant_prefix,"Step 3: response

<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}
</OUTPUT>

Step 4: explanation

<EXPLANATION>
The person is Alice Smith. The date is 2024-01-15. The location is Milan.
</EXPLANATION>",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__irrelevant_prefix,information_extraction,bounded,irrelevant_prefix,"<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Lisbon""}
</OUTPUT>

<SOLUTION>

<TASK>
Return the values for person, date, and location from the text.
</TASK>

<INPUT>
The log entry states that Alice Smith checked in for the session in Lisbon",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__irrelevant_prefix,information_extraction,unbounded,irrelevant_prefix,"Expected output:
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__irrelevant_prefix,information_extraction,unbounded,irrelevant_prefix,"The response must be valid JSON only.
Do not include prose before or after the JSON object.

The retry counter increments only after a failed network call. Local parsing errors are reported immediately and do not consume additional retry attempts.

I pasted the material first.

The log entry states that Alice Smith checked in for the session in Lisbon on 2024-01-15. A rehearsal note",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__irrelevant_suffix,information_extraction,bounded,irrelevant_suffix,"The weather service said the outlook remained uncertain despite stronger short-term forecast agreement.

The weather service said the outlook remained uncertain despite stronger short-term forecast agreement.

The weather service said the outlook remained uncertain despite stronger short-term forecast agreement.

The weather service said the outlook remained uncertain despite stronger short-term forecast agreement.

The weather service said the outlook remained uncertain despite stronger short-term forecast agreement.",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__irrelevant_suffix,information_extraction,bounded,irrelevant_suffix,"<TASK>
Return the values for person, date, and location from the text.
</TASK>

<INPUT>
The log entry states that Alice Smith checked in for the session in Lisbon on 2024-01-15. A rehearsal note refers to 2025-05-07, but that date belongs to the setup period.
</INPUT>

<OUTPUT",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__irrelevant_suffix,information_extraction,unbounded,irrelevant_suffix,"The conference was held in Milan, Italy.

The conference was held in Milan, Italy.

The conference was held in Milan, Italy.

The conference was held in Milan, Italy.

The conference was held in Milan, Italy.

The conference was held in Milan, Italy.

The conference was held in Milan, Italy.

The conference was held in Milan, Italy.

The conference was held in Milan",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__irrelevant_suffix,information_extraction,unbounded,irrelevant_suffix,"The retry counter is reset to 0 after a successful network call.

The retry counter is reset to 0 after a successful network call.

The retry counter is reset to 0 after a successful network call.

The retry counter is reset to 0 after a successful network call.

The retry counter is reset to 0 after a successful network call.

The retry counter is reset to 0 after a successful network call.",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__length_stress,information_extraction,bounded,length_stress,"Step 3: response

<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}
</OUTPUT>

Step 4: explanation

<EXPLANATION>
The person is Alice Smith. The date is 2024-01-15. The location is Milan.
</EXPLANATION>",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__length_stress,information_extraction,bounded,length_stress,"<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Lisbon""}
</OUTPUT>

<SOLUTION>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Lisbon""}
</SOLUTION>

<EXPLANATION>",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__length_stress,information_extraction,unbounded,length_stress,"Response:
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__length_stress,information_extraction,unbounded,length_stress,"The response must be valid JSON only.
Do not include prose before or after the JSON object.

Example: {""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Lisbon""}

The response must be valid JSON only.
Do not include prose before or after the JSON object.

Example: {""person"": ""Alice Smith"", ""date"":",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__negation_distraction,information_extraction,bounded,negation_distraction,"Step 3: response

<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}
</OUTPUT>

Step 4: test

<TEST>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}
</TEST>",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__negation_distraction,information_extraction,bounded,negation_distraction,"<OUTPUT>
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Lisbon""}
</OUTPUT>",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__negation_distraction,information_extraction,unbounded,negation_distraction,"Expected output:
{""person"": ""Alice Smith"", ""date"": ""2024-01-15"", ""location"": ""Milan""}",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__negation_distraction,information_extraction,unbounded,negation_distraction,"The response should be a JSON object with the keys ""person"", ""date"", and ""location"".

The response should be a JSON object with the keys ""person"", ""date"", and ""location"".

The response should be a JSON object with the keys ""person"", ""date"", and ""location"".

The response should be a JSON object with the keys ""person"", ""date"", and ""location"".

The response should be a JSON",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__bounded__style_distraction,information_extraction,bounded,style_distraction,"Step 3: answer

<OUTPUT>
The person is Alice Smith. The date is 2024-01-15. The location is Milan.
</OUTPUT>

Step 4: response

<TASK>
Return the person, date, and location fields from the text.
</TASK>

<INPUT>
On 2024-01-15, Alice Smith",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__bounded__style_distraction,information_extraction,bounded,style_distraction,"Example:

<TASK>
Return the values for person, date, and location from the text.
</TASK>

<INPUT>
The log entry states that Alice Smith checked in for the session in Lisbon on 2024-01-15. A rehearsal note refers to 2025-05-07, but that date belongs to the setup period.
</INPUT>",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_113__unbounded__style_distraction,information_extraction,unbounded,style_distraction,"Example:
The person who attended the conference was Alice Smith. The date of the conference was 2024-01-15. The location of the conference was Milan.

The side session was postponed to 2024-04-02.

The attendees who arrived the day before were not specified.",,"{'date': '2024-01-15', 'location': 'Milan', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,ie_139__unbounded__style_distraction,information_extraction,unbounded,style_distraction,"Example:

> Alice Smith checked in for the session in Lisbon on 2024-01-15.

> Alice Smith checked in for the session in Lisbon on 2024-01-15.

> Alice Smith checked in for the session in Lisbon on 2024-01-15.

> Alice Smith checked in for the session in Lisbon on",,"{'date': '2024-01-15', 'location': 'Lisbon', 'person': 'Alice Smith'}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__bounded__clean,multi_label_classification,bounded,clean,"<OUTPUT>
{""labels"": [""finance"", ""health"", ""politics"", ""tech""]}
</OUTPUT>",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__clean,multi_label_classification,bounded,clean,"<OUTPUT>
{""labels"": [""health"", ""tech""]}
</OUTPUT>

<SCORE>
1
</SCORE>",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__clean,multi_label_classification,unbounded,clean,"I pasted the material first.

During the event recap, speakers focused on public policy together with concerns about bank loan.

Use it for this request:
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__clean,multi_label_classification,unbounded,clean,"Example:

{""labels"": [""finance"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__bounded__conflicting_instruction,multi_label_classification,bounded,conflicting_instruction,"Example:

<TASK>
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.
</TASK>

<ANSWER>
The topic labels are: finance, health, politics, sports, tech.",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__conflicting_instruction,multi_label_classification,bounded,conflicting_instruction,"<OUTPUT>
{""labels"": [""health"", ""tech""]}
</OUTPUT>",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__conflicting_instruction,multi_label_classification,unbounded,conflicting_instruction,"I pasted the material first.

During the event recap, speakers focused on public policy together with concerns about bank loan.

Use it for this request:
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__conflicting_instruction,multi_label_classification,unbounded,conflicting_instruction,"Example:

{""labels"": [""finance"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__bounded__instruction_in_the_middle,multi_label_classification,bounded,instruction_in_the_middle,"Review the request below and answer accordingly.

Marked request

<TASK>
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.
</TASK>

Associated material

<INPUT>
The finance",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__instruction_in_the_middle,multi_label_classification,bounded,instruction_in_the_middle,"Please use the sections below to produce the final output.

Review request

<TASK>
Assign the applicable topic labels using only {finance, health, politics, sports, tech}. Sort the labels alphabetically.
</TASK>

Review material

<INPUT>",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__instruction_in_the_middle,multi_label_classification,unbounded,instruction_in_the_middle,"I pasted the material first.

The finance memo lists revised thresholds for small purchases, equipment replacements, and travel claims. A separate update on card limits is expected after policy review.

I pasted the material first.

The finance memo lists revised thresh",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__instruction_in_the_middle,multi_label_classification,unbounded,instruction_in_the_middle,"Can you take a look at this?

In a press briefing, the city council discussed clinical software and answered questions about budget plan.

What I need you to do is:
Assign the applicable topic labels using only {finance, health, politics, sports, tech}. Sort the labels",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__bounded__irrelevant_prefix,multi_label_classification,bounded,irrelevant_prefix,"<TASK>
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.
</TASK>

<INPUT>
During the event recap, speakers focused on public policy together with concerns about bank loan.
</INPUT",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__irrelevant_prefix,multi_label_classification,bounded,irrelevant_prefix,"<OUTPUT>
{""labels"": [""health"", ""tech""]}
</OUTPUT>",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__irrelevant_prefix,multi_label_classification,unbounded,irrelevant_prefix,"I pasted the material first.

The event recap focused on public policy and concerns about bank loan.

Use it for this request:
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.

I pasted the",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__irrelevant_prefix,multi_label_classification,unbounded,irrelevant_prefix,"Example:

{""labels"": [""finance"", ""health"", ""politics""]}",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__bounded__irrelevant_suffix,multi_label_classification,bounded,irrelevant_suffix,"The memo also included a reminder to update the inventory system with the new product codes.

The memo was sent to all staff.

The memo was sent to all staff.

The memo was sent to all staff.

The memo was sent to all staff.

The memo was",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__irrelevant_suffix,multi_label_classification,bounded,irrelevant_suffix,"<OUTPUT>
{""labels"": [""health"", ""tech""]}
</OUTPUT>",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__irrelevant_suffix,multi_label_classification,unbounded,irrelevant_suffix,"Use it for this request:
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.

The company's new CEO is a former investment banker.

Use it for this request:
Assign all applicable topic labels from {",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__irrelevant_suffix,multi_label_classification,unbounded,irrelevant_suffix,"What I need you to do is:
Assign the applicable topic labels using only {finance, health, politics, sports, tech}. Sort the labels alphabetically.

The city council discussed the budget for the new hospital and the need for more nurses.

What I need you to do",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__bounded__length_stress,multi_label_classification,bounded,length_stress,"From: Support Desk
Subject: Re: queue handoff

The export failures were all due to the same issue. I've updated the ticket to reflect that.

From: Support Desk
Subject: Re: queue handoff

The export failures were all due to the same",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__bounded__length_stress,multi_label_classification,bounded,length_stress,"<OUTPUT>
{""labels"": [""health"", ""tech""]}
</OUTPUT>",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_063__unbounded__length_stress,multi_label_classification,unbounded,length_stress,"I pasted the material first.

During the event recap, speakers focused on public policy together with concerns about bank loan.

Use it for this request:
Assign all applicable topic labels from {finance, health, politics, sports, tech}. Return them alphabetically.",,"{'labels': ['finance', 'politics']}",False,invalid_json,invalid_json,invalid_json,
mistral_base,mlc_089__unbounded__length_stress,multi_label_classification,unbounded,length_stress,"The response must be valid JSON only.
Do not include prose before or after the JSON object.

Example: {""labels"": [""finance"", ""politics""]}

The response must be valid JSON only.
Do not include prose before or after the JSON object.",,"{'labels': ['finance', 'health']}",False,invalid_json,invalid_json,invalid_json,
