model,prompt_id,task_name,regime,distraction_type,distraction_subtype,gold_short,pred_short,qa_gold_normalized,qa_pred_normalized,raw_output_short
llama,qa_244__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,late_override_note,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,legalistic,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_244__unbounded__length_stress,extractive_qa,unbounded,length_stress,academic_prose_long,budget phone,the budget phone,budget phone,budget phone,"{""answer"": ""the budget phone""}"
llama,qa_245__bounded__clean,extractive_qa,bounded,clean,,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,late_override_note,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,paraphrastic_negation,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__bounded__style_distraction,extractive_qa,bounded,style_distraction,pirate_persona,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__bounded__length_stress,extractive_qa,bounded,length_stress,documentation_long,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__clean,extractive_qa,unbounded,clean,,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,late_override_note,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,paraphrastic_negation,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,pirate_persona,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_245__unbounded__length_stress,extractive_qa,unbounded,length_stress,documentation_long,smart speaker,the smart speaker,smart speaker,smart speaker,"{""answer"": ""the smart speaker""}"
llama,qa_246__bounded__clean,extractive_qa,bounded,clean,,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_minimal_reply,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__bounded__style_distraction,extractive_qa,bounded,style_distraction,elizabethan,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__bounded__length_stress,extractive_qa,bounded,length_stress,documentation_long,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__unbounded__clean,extractive_qa,unbounded,clean,,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_minimal_reply,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,partial_scope_negation,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_246__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,elizabethan,medical software,the medical software,medical software,medical software,"{""answer"": ""the medical software""}"
llama,qa_247__bounded__clean,extractive_qa,bounded,clean,,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_json_request,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,softened_counterinstruction,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__bounded__style_distraction,extractive_qa,bounded,style_distraction,marketing_voice,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__unbounded__clean,extractive_qa,unbounded,clean,,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,softened_counterinstruction,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,marketing_voice,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_247__unbounded__length_stress,extractive_qa,unbounded,length_stress,documentation_long,solar battery,the solar battery,solar battery,solar battery,"{""answer"": ""the solar battery""}"
llama,qa_248__bounded__clean,extractive_qa,bounded,clean,,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_task_substitution,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,direct_negation,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__bounded__style_distraction,extractive_qa,bounded,style_distraction,social_post,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__unbounded__clean,extractive_qa,unbounded,clean,,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_task_substitution,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,direct_negation,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,social_post,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_248__unbounded__length_stress,extractive_qa,unbounded,length_stress,email_thread_fragment,fitness watch,the fitness watch,fitness watch,fitness watch,"{""answer"": ""the fitness watch""}"
llama,qa_249__bounded__clean,extractive_qa,bounded,clean,,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_task_substitution,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,paraphrastic_negation,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__bounded__style_distraction,extractive_qa,bounded,style_distraction,motivational,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__bounded__length_stress,extractive_qa,bounded,length_stress,email_thread_fragment,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__clean,extractive_qa,unbounded,clean,,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_task_substitution,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,paraphrastic_negation,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,motivational,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
llama,qa_249__unbounded__length_stress,extractive_qa,unbounded,length_stress,email_thread_fragment,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
gemma,qa_241__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_output_mode,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_241__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,paraphrastic_negation,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_241__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,dramatic_narrative,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_244__bounded__clean,extractive_qa,bounded,clean,,budget phone,a budget phone,budget phone,budget phone,"{""answer"": ""a budget phone""}"
gemma,qa_244__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,budget phone,a budget phone,budget phone,budget phone,"{""answer"": ""a budget phone""}"
gemma,qa_244__bounded__style_distraction,extractive_qa,bounded,style_distraction,legalistic,budget phone,a budget phone,budget phone,budget phone,"{""answer"": ""a budget phone""}"
gemma,qa_244__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,legalistic,budget phone,a budget phone,budget phone,budget phone,"{""answer"": ""a budget phone""}"
gemma,qa_247__bounded__style_distraction,extractive_qa,bounded,style_distraction,marketing_voice,solar battery,a solar battery,solar battery,solar battery,"{""answer"": ""a solar battery""}"
gemma,qa_248__bounded__clean,extractive_qa,bounded,clean,,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_task_substitution,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,direct_negation,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__bounded__style_distraction,extractive_qa,bounded,style_distraction,social_post,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__bounded__length_stress,extractive_qa,bounded,length_stress,email_thread_fragment,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__clean,extractive_qa,unbounded,clean,,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__conflicting_instruction,extractive_qa,unbounded,conflicting_instruction,conflicting_task_substitution,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,direct_negation,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,social_post,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_248__unbounded__length_stress,extractive_qa,unbounded,length_stress,email_thread_fragment,fitness watch,a fitness watch,fitness watch,fitness watch,"{""answer"": ""a fitness watch""}"
gemma,qa_249__bounded__clean,extractive_qa,bounded,clean,,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__bounded__irrelevant_prefix,extractive_qa,bounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
gemma,qa_249__bounded__irrelevant_suffix,extractive_qa,bounded,irrelevant_suffix,short_suffix_noise,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__bounded__instruction_in_the_middle,extractive_qa,bounded,instruction_in_the_middle,middle_burial,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
gemma,qa_249__bounded__conflicting_instruction,extractive_qa,bounded,conflicting_instruction,conflicting_task_substitution,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__bounded__negation_distraction,extractive_qa,bounded,negation_distraction,paraphrastic_negation,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__bounded__style_distraction,extractive_qa,bounded,style_distraction,motivational,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__bounded__length_stress,extractive_qa,bounded,length_stress,email_thread_fragment,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
gemma,qa_249__unbounded__clean,extractive_qa,unbounded,clean,,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__unbounded__irrelevant_prefix,extractive_qa,unbounded,irrelevant_prefix,short_prefix_noise,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
gemma,qa_249__unbounded__irrelevant_suffix,extractive_qa,unbounded,irrelevant_suffix,short_suffix_noise,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__unbounded__instruction_in_the_middle,extractive_qa,unbounded,instruction_in_the_middle,middle_burial,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
gemma,qa_249__unbounded__negation_distraction,extractive_qa,unbounded,negation_distraction,paraphrastic_negation,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__unbounded__style_distraction,extractive_qa,unbounded,style_distraction,motivational,security platform,a security platform,security platform,security platform,"{""answer"": ""a security platform""}"
gemma,qa_249__unbounded__length_stress,extractive_qa,unbounded,length_stress,email_thread_fragment,security platform,the security platform,security platform,security platform,"{""answer"": ""the security platform""}"
